,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
4092391564.jpg#4r1e,4092391564.jpg#4r1e,n,"[0.07, 0.85, 0.08]","[7, 85, 8]",0.759359049513646,e,"['entailment', 'contradiction', 'neutral', 'entailment', 'entailment']",A man reading the paper at a cafe.,A man reading the paper while drinking cafe.,85.0,7.0,8.0,e
3966071063.jpg#4r1c,3966071063.jpg#4r1c,n,"[0.0, 0.59, 0.41]","[0, 59, 41]",0.9765004687578241,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",A police officer standing on a train.,A cop is handcuffing someone.,59.0,0.0,41.0,c
2657990027.jpg#3r1e,2657990027.jpg#3r1e,e,"[0.72, 0.12, 0.16]","[72, 12, 16]",1.1313146886497212,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A male construction worker hammers a nail.,A construction worker drives into a nail.,12.0,72.0,16.0,e
8140263558.jpg#3r1n,8140263558.jpg#3r1n,e,"[0.79, 0.2, 0.01]","[79, 20, 1]",0.799483779737341,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",Water polo swimmers competing for a loose ball.,A group of water polo swimmers having a water polo match.,20.0,79.0,1.0,n
4803926618.jpg#0r1n,4803926618.jpg#0r1n,n,"[0.11, 0.88, 0.01]","[11, 88, 1]",0.5790188873238004,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A dark-haired drummer is playing his set with enthusiasm.,The drummer is playing his set for an audience at an event.,88.0,11.0,1.0,n
6947685409.jpg#2r1e,6947685409.jpg#2r1e,n,"[0.3, 0.58, 0.12]","[30, 58, 12]",1.3439645338316386,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A snowboarder leaps through the air against a dark background.,a man is outside snowboarding down a hill.,58.0,30.0,12.0,e
4751394653.jpg#2r1c,4751394653.jpg#2r1c,n,"[0.05, 0.83, 0.12]","[5, 83, 12]",0.8062815569258703,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",An Asian woman preparing vegetables for the market.,A woman at home.,83.0,5.0,12.0,c
961220478.jpg#1r1n,961220478.jpg#1r1n,n,"[0.18, 0.81, 0.01]","[18, 81, 1]",0.7579911871785623,n,"['neutral', 'neutral', 'entailment', 'neutral', 'contradiction']","A team in yellow, red, and blue jerseys sit next to a road and watch a tiger mascot.",Students watch their school's mascot.,81.0,18.0,1.0,n
4683142737.jpg#4r1c,4683142737.jpg#4r1c,n,"[0.0, 0.65, 0.35]","[0, 65, 35]",0.9340680553754911,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",the front side of a food vendor in a park.,The park is empty.,65.0,0.0,35.0,c
1386207171.jpg#0r1e,1386207171.jpg#0r1e,n,"[0.38, 0.62, 0.0]","[38, 62, 0]",0.9580420222262997,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",The man is doing stunts with his bicycle.,The man is showing off.,62.0,38.0,0.0,e
2058472558.jpg#1r1c,2058472558.jpg#1r1c,c,"[0.0, 0.22, 0.78]","[0, 22, 78]",0.7601675029619656,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",A girl in a flower dress is running on sand.,The girl is wearing a green striped dress.,22.0,0.0,78.0,c
6141981912.jpg#0r1n,6141981912.jpg#0r1n,n,"[0.12, 0.87, 0.01]","[12, 87, 1]",0.6082998482997922,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform.,A professional soccer player holds the soccer ball.,87.0,12.0,1.0,n
3753827435.jpg#3r1n,3753827435.jpg#3r1n,e,"[0.49, 0.49, 0.02]","[49, 49, 2]",1.1214405425418206,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","There is a woman throwing daggers at a target, which is a carrot.",A woman with athletic ability is targeting carrots with blades.,49.0,49.0,2.0,n
6167267993.jpg#2r1c,6167267993.jpg#2r1c,c,"[0.0, 0.25, 0.75]","[0, 25, 75]",0.8112781244591328,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",a group of people riding bikes in a marathon as people line the street.,The people riding bikes are running from the police.,25.0,0.0,75.0,c
4697732220.jpg#0r1n,4697732220.jpg#0r1n,n,"[0.41, 0.52, 0.07]","[41, 52, 7]",1.2865163699039102,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white.,three women dance in belly dancing costumes,52.0,41.0,7.0,n
4695720306.jpg#3r1n,4695720306.jpg#3r1n,n,"[0.01, 0.77, 0.22]","[1, 77, 22]",0.8373555973394452,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']","A woman walking, smiling and holding a shopping bag.","Some women go shopping, while men stay at home.",77.0,1.0,22.0,n
3376435746.jpg#4r1e,3376435746.jpg#4r1e,n,"[0.17, 0.82, 0.01]","[17, 82, 1]",0.7357948629753384,n,"['entailment', 'contradiction', 'neutral', 'neutral', 'neutral']",A person on a boat by the shore.,A guy is on a boat by the shore.,82.0,17.0,1.0,e
3072172967.jpg#1r1n,3072172967.jpg#1r1n,e,"[0.78, 0.21, 0.01]","[78, 21, 1]",0.8188558002786314,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",Two boys in green and white uniforms play basketball with two boys in blue and white uniforms.,Two different teams are playing basketball.,21.0,78.0,1.0,n
2155533127.jpg#2r1c,2155533127.jpg#2r1c,c,"[0.0, 0.45, 0.55]","[0, 45, 55]",0.9927744539878083,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",A referee is talking with a couple of soccer players in red jerseys.,The soccer players are casually kicking the ball down the street.,45.0,0.0,55.0,c
4662948361.jpg#2r1c,4662948361.jpg#2r1c,n,"[0.02, 0.68, 0.3]","[2, 68, 30]",1.0123142790419384,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",An orange car is driving across a steel bridge in a city.,A car is driving on the highway towards the country-side.,68.0,2.0,30.0,c
4852819911.jpg#3r1n,4852819911.jpg#3r1n,n,"[0.12, 0.83, 0.05]","[12, 83, 5]",0.8062815569258703,n,"['neutral', 'neutral', 'neutral', 'entailment', 'contradiction']",Graffiti on the side of an Asian warehouse.,A graffiti artist made an urban tag sign for a local warehouse.,83.0,12.0,5.0,n
329835313.jpg#2r1c,329835313.jpg#2r1c,n,"[0.01, 0.52, 0.47]","[1, 52, 47]",1.068970776052867,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",A baby wearing a bib makes a funny face at the camera.,A baby spits up all over his bib.,52.0,1.0,47.0,c
329835313.jpg#2r1n,329835313.jpg#2r1n,n,"[0.12, 0.85, 0.03]","[12, 85, 3]",0.7181295189495048,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A baby wearing a bib makes a funny face at the camera.,A baby girl in a bib makes a funny face at her mom's camera.,85.0,12.0,3.0,n
329835313.jpg#0r1e,329835313.jpg#0r1e,e,"[0.94, 0.04, 0.02]","[94, 4, 2]",0.38254266919774566,e,"['entailment', 'neutral', 'entailment', 'contradiction', 'entailment']","A brunette baby wearing a red and gray striped shirt, jeans, and a bib with fruit characters on it is sitting on a decorative blanket.",Fruit characters decorate this child's bib,4.0,94.0,2.0,e
2971285079.jpg#2r1e,2971285079.jpg#2r1e,e,"[0.75, 0.24, 0.01]","[75, 24, 1]",0.8718511717297366,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A girl wearing makeup playing a bass.,A girl is musical.,24.0,75.0,1.0,e
4019072184.jpg#3r1c,4019072184.jpg#3r1c,c,"[0.0, 0.11, 0.89]","[0, 11, 89]",0.499915958164528,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",A person is climbing a cliff wall that overlooks water.,A person is walking on the beach.,11.0,0.0,89.0,c
448658518.jpg#0r1c,448658518.jpg#0r1c,n,"[0.01, 0.58, 0.41]","[1, 58, 41]",1.0496308907073186,c,"['contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction']",A large man dressed in black on a street corner by a red brick building.,A man got shot on the street corner.,58.0,1.0,41.0,c
3486538055.jpg#2r1c,3486538055.jpg#2r1c,c,"[0.02, 0.17, 0.81]","[2, 17, 81]",0.7937090044256209,c,"['contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction']",Two dogs biting each other playfully while jumping,Two dogs are biting each other while fighting and growling,17.0,2.0,81.0,c
3045600419.jpg#0r1e,3045600419.jpg#0r1e,e,"[0.93, 0.06, 0.01]","[93, 6, 1]",0.4073407454009861,e,"['entailment', 'entailment', 'neutral', 'entailment', 'contradiction']","Lady vendor selling her goods, one man standing on a post, and two men in a wholesale store.",A woman and three men.,6.0,93.0,1.0,e
3045600419.jpg#0r1n,3045600419.jpg#0r1n,n,"[0.04, 0.93, 0.03]","[4, 93, 3]",0.43488962042262075,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']","Lady vendor selling her goods, one man standing on a post, and two men in a wholesale store.","A woman selling roses, a police officer, two men shopping in a wholesale store.",93.0,4.0,3.0,n
2474918824.jpg#2r1n,2474918824.jpg#2r1n,e,"[0.72, 0.26, 0.02]","[72, 26, 2]",0.9593958620195758,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A guy tries to climb a stone cliff while his friend helps him.,A person is helping pull someone else up a cliff.,26.0,72.0,2.0,n
2183114919.jpg#2r1e,2183114919.jpg#2r1e,e,"[0.87, 0.1, 0.03]","[87, 10, 3]",0.6587536638759602,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']","A girl dressed in a pink shirt, jeans, and flip-flops sitting down playing with a lollipop machine.",A person in a shirt,10.0,87.0,3.0,e
2021602343.jpg#2r1e,2021602343.jpg#2r1e,e,"[0.69, 0.24, 0.07]","[69, 24, 7]",1.1320684698806784,e,"['entailment', 'neutral', 'entailment', 'contradiction', 'entailment']",A boy with a basketballs glowers at the camera.,The boy scowls,24.0,69.0,7.0,e
2222976136.jpg#0r1c,2222976136.jpg#0r1c,n,"[0.0, 0.53, 0.47]","[0, 53, 47]",0.9974015885677396,n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']",A man wearing a blue hat and a blue shirt selling bananas from his wheel cart on the street.,An arms dealer selling his wares outside of police station by cleverly disguising the assault rifles as ordinary bananas.,53.0,0.0,47.0,c
7292157214.jpg#0r1c,7292157214.jpg#0r1c,n,"[0.01, 0.87, 0.12]","[1, 87, 12]",0.6082998482997923,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is sitting down.,87.0,1.0,12.0,c
2867026654.jpg#2r1n,2867026654.jpg#2r1n,n,"[0.19, 0.78, 0.03]","[19, 78, 3]",0.8865873564862551,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A brown dog about to catch a green Frisbee.,The dog is outdoors.,78.0,19.0,3.0,n
5623287052.jpg#0r1e,5623287052.jpg#0r1e,e,"[0.64, 0.35, 0.01]","[64, 35, 1]",1.0086071338439866,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A man is standing in the aisle of a grocery store and staring at the cereal selection.,A man is selecting cereal in a grocery store.,35.0,64.0,1.0,e
2685763205.jpg#0r1c,2685763205.jpg#0r1c,c,"[0.0, 0.04, 0.96]","[0, 4, 96]",0.24229218908241482,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",Man in while shirt and blue jeans holding hands while walking with a little girl in a blue dress and yellow hat.,A man takes his son to the game,4.0,0.0,96.0,c
37908123.jpg#1r1n,37908123.jpg#1r1n,n,"[0.0, 0.81, 0.19]","[0, 81, 19]",0.7014714598838974,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'entailment']",A man in a gray sweatshirt and blue jeans is pulling on a rope while a guy in a white shirt and black jeans watches him.,the man was trying to pull the bull back into the pin,81.0,0.0,19.0,n
3064443326.jpg#2r1n,3064443326.jpg#2r1n,n,"[0.3, 0.68, 0.02]","[30, 68, 2]",1.0123142790419384,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there was a riot,68.0,30.0,2.0,n
23015660.jpg#0r1c,23015660.jpg#0r1c,n,"[0.02, 0.8, 0.18]","[2, 80, 18]",0.8157272136052186,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",A young woman tennis player dressed in black carries many tennis balls on her racket.,A young woman never wears white dress.,80.0,2.0,18.0,c
211402278.jpg#0r1n,211402278.jpg#0r1n,n,"[0.32, 0.67, 0.01]","[32, 67, 1]",0.9795764321680173,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by.,Farmers prepare to feed their animals in a large field.,67.0,32.0,1.0,n
4868582683.jpg#4r1n,4868582683.jpg#4r1n,n,"[0.15, 0.81, 0.04]","[15, 81, 4]",0.8425440980969009,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",A young boy playing in a bubble playing in water.,The boy is taking a bath.,81.0,15.0,4.0,n
3601978895.jpg#1r1n,3601978895.jpg#1r1n,n,"[0.07, 0.8, 0.13]","[7, 80, 13]",0.9087417059624605,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']",Two men standing near a metal structure in front of a brick wall.,Men stand in line at a water fountain in front of a brick building.,80.0,7.0,13.0,n
4655558667.jpg#4r1e,4655558667.jpg#4r1e,n,"[0.44, 0.54, 0.02]","[44, 54, 2]",1.1140670264060408,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A fire hydrant with a face painted on it.,A fire hydrant is not just yellow or red.,54.0,44.0,2.0,e
4824416683.jpg#0r1e,4824416683.jpg#0r1e,e,"[0.53, 0.45, 0.02]","[53, 45, 2]",1.1167244555078755,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']","A man, with a green cloth over his face, rests with his arms crossed beside a tan wall.",The man is covering his face and taking a break.,45.0,53.0,2.0,e
4824416683.jpg#0r1n,4824416683.jpg#0r1n,n,"[0.02, 0.9, 0.08]","[2, 90, 8]",0.5411884030780175,n,"['neutral', 'neutral', 'contradiction', 'entailment', 'neutral']","A man, with a green cloth over his face, rests with his arms crossed beside a tan wall.",The man is outside taking a break from painting the house.,90.0,2.0,8.0,n
4824416683.jpg#0r1c,4824416683.jpg#0r1c,n,"[0.01, 0.57, 0.42]","[1, 57, 42]",1.0543355641337426,n,"['contradiction', 'neutral', 'contradiction', 'neutral', 'neutral']","A man, with a green cloth over his face, rests with his arms crossed beside a tan wall.",The man is at the rodeo watching bull riding.,57.0,1.0,42.0,c
526995387.jpg#1r1n,526995387.jpg#1r1n,n,"[0.32, 0.67, 0.01]","[32, 67, 1]",0.9795764321680173,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A man with glasses in a brown shirt talking while a man with glasses in a gray shirt listens.,A guy with a brown shirt and glasses is telling his friend in the glasses and gray shirt a story.,67.0,32.0,1.0,n
526995387.jpg#1r1c,526995387.jpg#1r1c,n,"[0.0, 0.52, 0.48]","[0, 52, 48]",0.9988455359952018,c,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'neutral']",A man with glasses in a brown shirt talking while a man with glasses in a gray shirt listens.,Two men in a canoe are about to tip it over.,52.0,0.0,48.0,c
97731718.jpg#0r1n,97731718.jpg#0r1n,n,"[0.24, 0.75, 0.01]","[24, 75, 1]",0.8718511717297366,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']","The horses pull the carriage, holding people and a dog, through the rain.",Family and dog return from outing in a carriage while it is raining.,75.0,24.0,1.0,n
7852369036.jpg#2r1c,7852369036.jpg#2r1c,n,"[0.02, 0.87, 0.11]","[2, 87, 11]",0.6379578703362284,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is taking a nap.,87.0,2.0,11.0,c
177302997.jpg#0r1e,177302997.jpg#0r1e,e,"[0.53, 0.42, 0.05]","[53, 42, 5]",1.2271886265447818,n,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral']",Row of plastic horses that form a childrens ride with one child riding.,one child is on a marry go round,42.0,53.0,5.0,e
177302997.jpg#0r1n,177302997.jpg#0r1n,c,"[0.0, 0.26, 0.74]","[0, 26, 74]",0.8267463724926178,c,"['neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']",Row of plastic horses that form a childrens ride with one child riding.,the ride is broken,26.0,0.0,74.0,n
2537596840.jpg#3r1n,2537596840.jpg#3r1n,n,"[0.01, 0.91, 0.08]","[1, 91, 8]",0.48176306719391104,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']",A town worker working on electrical equipment.,The worker is tired.,91.0,1.0,8.0,n
5217397101.jpg#3r1c,5217397101.jpg#3r1c,c,"[0.0, 0.11, 0.89]","[0, 11, 89]",0.499915958164528,c,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'entailment']",A nun is taking a picture outside.,A man is taking a picture outside.,11.0,0.0,89.0,c
3643971203.jpg#4r1c,3643971203.jpg#4r1c,c,"[0.0, 0.4, 0.6]","[0, 40, 60]",0.9709505944546688,c,"['contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction']",Two businessmen going to work.,A woman drives a limo.,40.0,0.0,60.0,c
3918176647.jpg#1r1e,3918176647.jpg#1r1e,e,"[1.0, 0.0, 0.0]","[100, 0, 0]",0.0,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A woman sitting on a bright blue bench looks up from her book.,A woman is sitting.,0.0,100.0,0.0,e
6718814177.jpg#4r1n,6718814177.jpg#4r1n,n,"[0.08, 0.84, 0.08]","[8, 84, 8]",0.7943095546405661,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",Hockey players play a game on the ice.,One man is scoring a goal in an ice hockey game.,84.0,8.0,8.0,n
35505698.jpg#0r1e,35505698.jpg#0r1e,e,"[0.83, 0.15, 0.02]","[83, 15, 2]",0.7465398724154994,e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",A man with glasses and a Hawaiian shirt is standing next to a dog while another man with a blue hat looks at them from the back.,A man stares at another man.,15.0,83.0,2.0,e
